Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,
2014-01-02,17.192825317382812,19.754642486572266,19.89392852783203,19.71500015258789,19.845714569091797,234684800
2014-01-03,16.815168380737305,19.320714950561523,19.774999618530273,19.301071166992188,19.7450008392334,392467600
2014-01-06,16.9068603515625,19.426071166992188,19.5285701751709,19.05714225769043,19.194643020629883,412610800
2014-01-07,16.785945892333984,19.28714370727539,19.498571395874023,19.211429595947266,19.440000534057617,317209200
2014-01-08,16.892257690429688,19.409286499023438,19.484285354614258,19.238929748535156,19.243213653564453,258529600
2014-01-09,16.676536560058594,19.161428451538086,19.53071403503418,19.11964225769043,19.5285701751709,279148800
2014-01-10,16.565258026123047,19.033571243286133,19.314285278320312,18.96821403503418,19.27964210510254,304976000
2014-01-13,16.65199089050293,19.133214950561523,19.375,18.924285888671875,18.925357818603516,378492800
2014-01-14,16.98332405090332,19.51392936706543,19.526071548461914,19.2021427154541,19.222143173217773,332561600
2014-01-15,17.324298858642578,19.90571403503418,20.007143020629883,19.7021427154541,19.768571853637695,391638800
2014-01-16,17.227638244628906,19.79464340209961,19.887500762939453,19.702856063842773,19.81785774230957,229278000
2014-01-17,16.80553436279297,19.309642791748047,19.716785430908203,19.282142639160156,19.695714950561523,426739600
2014-01-21,17.066631317138672,19.609643936157227,19.645357131958008,19.30071449279785,19.32107162475586,328526800
2014-01-22,17.14246940612793,19.696786880493164,19.903213500976562,19.56464385986328,19.675357818603516,379985200
2014-01-23,17.287626266479492,19.863571166992188,19.875,19.457500457763672,19.640714645385742,403239200
2014-01-24,16.97338104248047,19.502500534057617,19.843570709228516,19.45535659790039,19.78571319580078,429354800
2014-01-27,17.111074447631836,19.66071319580078,19.814285278320312,19.491071701049805,19.645357131958008,554878800
2014-01-28,15.743435859680176,18.08928680419922,18.39285659790039,17.93107032775879,18.170000076293945,1065523200
2014-01-29,15.56470775604248,17.883928298950195,18.120357513427734,17.807857513427734,17.998214721679688,502810000
2014-01-30,15.534554481506348,17.849285125732422,18.08928680419922,17.739286422729492,17.947856903076172,678501600
2014-01-31,15.56004524230957,17.878570556640625,17.911785125732422,17.626785278320312,17.684999465942383,464797200
2014-02-03,15.588946342468262,17.911785125732422,18.133214950561523,17.832143783569336,17.95035743713379,401464000
2014-02-04,15.814605712890625,18.171070098876953,18.19499969482422,17.955713272094727,18.066070556640625,376681200
2014-02-05,15.932730674743652,18.306785583496094,18.402856826782227,18.08035659790039,18.091428756713867,328344800
2014-02-06,16.02559471130371,18.30392837524414,18.33928680419922,18.136070251464844,18.216428756713867,257765200
2014-02-07,16.249788284301758,18.559999465942383,18.676071166992188,18.47785758972168,18.62071418762207,370280400
2014-02-10,16.540903091430664,18.892499923706055,18.999643325805664,18.5,18.523571014404297,345559200
2014-02-11,16.758852005004883,19.141429901123047,19.20535659790039,18.91071319580078,18.95035743713379,282256800
2014-02-12,16.757598876953125,19.139999389648438,19.270000457763672,19.044286727905273,19.176786422729492,308100800
2014-02-13,17.023700714111328,19.44392967224121,19.45892906188965,19.078571319580078,19.094999313354492,307398000
2014-02-14,17.009937286376953,19.428213119506836,19.499286651611328,19.328929901123047,19.37392807006836,272924400
2014-02-18,17.072477340698242,19.499643325805664,19.68535614013672,19.48607063293457,19.5,260251600
2014-02-19,16.80294418334961,19.19178581237793,19.53178596496582,19.08392906188965,19.45535659790039,313768000
2014-02-20,16.60845375061035,18.969642639160156,19.178571701049805,18.89285659790039,19.035356521606445,305858000
2014-02-21,16.423965454101562,18.758928298950195,19.091785430908203,18.735713958740234,19.028213500976562,278784800
2014-02-24,16.49588394165039,18.8410701751709,18.92571449279785,18.65785789489746,18.683929443359375,288909600
2014-02-25,16.324207305908203,18.645000457763672,18.9132137298584,18.60714340209961,18.906429290771484,231952000
2014-02-26,16.17693328857422,18.47678565979004,18.75,18.41428565979004,18.70035743713379,276217200
2014-02-27,16.499629974365234,18.84535789489746,18.885000228881836,18.430356979370117,18.46928596496582,301882000
2014-02-28,16.454912185668945,18.794286727905273,19.02678680419922,18.64714241027832,18.895713806152344,371968800
2014-03-03,16.502445220947266,18.84857177734375,18.951786041259766,18.671785354614258,18.693571090698242,238781200
2014-03-04,16.611263275146484,18.972856521606445,19.022857666015625,18.848928451538086,18.96428680419922,259140000
2014-03-05,16.646276473999023,19.01285743713379,19.09821319580078,18.897499084472656,18.961429595947266,200062800
2014-03-06,16.59593963623047,18.95535659790039,19.087142944335938,18.860713958740234,19.028213500976562,185488800
2014-03-07,16.58625030517578,18.944286346435547,18.999286651611328,18.787500381469727,18.967500686645508,220729600
2014-03-10,16.601259231567383,18.961429595947266,19.047500610351562,18.869285583496094,18.8700008392334,178584000
2014-03-11,16.762914657592773,19.14607048034668,19.240713119506836,19.02107048034668,19.123214721679688,279224400
2014-03-12,16.7791805267334,19.164642333984375,19.191070556640625,19.0,19.089643478393555,199326400
2014-03-13,16.592815399169922,18.951786041259766,19.273571014404297,18.898571014404297,19.194286346435547,257742800
2014-03-14,16.406457901000977,18.738929748535156,18.960357666015625,18.678571701049805,18.885356903076172,237199200
2014-03-17,16.470548629760742,18.812143325805664,18.927499771118164,18.780357360839844,18.8464298248291,199544800
2014-03-18,16.61626434326172,18.97857093811035,18.99892807006836,18.757143020629883,18.782142639160156,209647200
2014-03-19,16.61188507080078,18.97357177734375,19.15142822265625,18.89285659790039,19.009286880493164,224756000
2014-03-20,16.53183937072754,18.882143020629883,19.023929595947266,18.83392906188965,18.92464256286621,208398400
2014-03-21,16.662227630615234,19.031070709228516,19.0625,18.797500610351562,18.997499465942383,374046400
2014-03-24,16.859848022460938,19.256786346435547,19.303571701049805,19.109285354614258,19.229286193847656,355700800
2014-03-25,17.04121208190918,19.46392822265625,19.491071701049805,19.27107048034668,19.33928680419922,282293200
2014-03-26,16.878299713134766,19.277856826782227,19.60714340209961,19.2450008392334,19.518571853637695,299768000
2014-03-27,16.805753707885742,19.19499969482422,19.33928680419922,19.11142921447754,19.286428451538086,222031600
2014-03-28,16.786989212036133,19.17357063293457,19.24785614013672,19.08035659790039,19.2257137298584,200564000
2014-03-31,16.78324317932129,19.169286727905273,19.31464385986328,19.140356063842773,19.258214950561523,168669200
2014-04-01,16.936767578125,19.344642639160156,19.352500915527344,19.17035675048828,19.205713272094727,200760000
2014-04-02,16.964900970458984,19.376785278320312,19.40999984741211,19.295000076293945,19.37071418762207,180420800
2014-04-03,16.847341537475586,19.24250030517578,19.375,19.20142936706543,19.335357666015625,162344000
2014-04-04,16.629405975341797,18.99357032775879,19.28571319580078,18.94928550720215,19.278928756713867,275251200
2014-04-07,16.36829948425293,18.695356369018555,18.96071434020996,18.63892936706543,18.85785675048828,289850400
2014-04-08,16.367366790771484,18.694286346435547,18.790000915527344,18.524999618530273,18.756786346435547,243888400
2014-04-09,16.582490921020508,18.940000534057617,18.94607162475586,18.643571853637695,18.665714263916016,206169600
2014-04-10,16.36861228942871,18.695714950561523,19.00857162475586,18.684642791748047,18.952856063842773,239652000
2014-04-11,16.24761199951172,18.5575008392334,18.672500610351562,18.46928596496582,18.53571319580078,271717600
2014-04-14,16.31233024597168,18.63142967224121,18.648571014404297,18.471786499023438,18.639286041259766,205674000
2014-04-15,16.196012496948242,18.498571395874023,18.6299991607666,18.26178550720215,18.581071853637695,266490000
2014-04-16,16.228843688964844,18.53607177734375,18.6103572845459,18.36214256286621,18.501785278320312,214765600
2014-04-17,16.414270401000977,18.74785614013672,18.84857177734375,18.542856216430664,18.571428298950195,284334400
2014-04-21,16.60907554626465,18.97035789489746,19.0049991607666,18.71285629272461,18.762142181396484,182548800
2014-04-22,16.625646591186523,18.989286422729492,18.993928909301758,18.803571701049805,18.868213653564453,202563200
2014-04-23,16.4083309173584,18.741071701049805,18.968929290771484,18.730356216430664,18.895000457763672,394940000
2014-04-24,17.753515243530273,20.27750015258789,20.35714340209961,20.026071548461914,20.293214797973633,759911600
2014-04-25,17.883907318115234,20.426429748535156,20.428213119506836,20.141429901123047,20.161785125732422,390275200
2014-04-28,18.576507568359375,21.217500686645508,21.27678680419922,20.448213577270508,20.457143783569336,669485600
2014-04-29,18.52147674560547,21.15464210510254,21.28499984741211,21.05392837524414,21.204999923706055,337377600
2014-04-30,18.451431274414062,21.074642181396484,21.408214569091797,21.064285278320312,21.165714263916016,456640800
2014-05-01,18.494895935058594,21.124286651611328,21.242856979370117,20.941429138183594,21.14285659790039,244048000
2014-05-02,18.529294967651367,21.163570404052734,21.2214298248291,21.061071395874023,21.155000686645508,191514400
2014-05-05,18.791324615478516,21.46285629272461,21.46428680419922,21.071428298950195,21.07642936706543,287067200
2014-05-06,18.586515426635742,21.22892951965332,21.586071014404297,21.22892951965332,21.492856979370117,374564400
2014-05-07,18.52147674560547,21.15464210510254,21.331785202026367,20.9903564453125,21.258928298950195,282864400
2014-05-08,18.488462448120117,20.999643325805664,21.22892951965332,20.94285774230957,21.008928298950195,230297200
2014-05-09,18.411422729492188,20.91214370727539,20.9375,20.726070404052734,20.876428604125977,291597600
2014-05-12,18.640642166137695,21.172500610351562,21.2021427154541,20.97857093811035,20.981786727905273,213208800
2014-05-13,18.669893264770508,21.205713272094727,21.233570098876953,21.0964298248291,21.14285659790039,159737200
2014-05-14,18.673343658447266,21.20964241027832,21.33571434020996,21.13357162475586,21.158214569091797,166404000
2014-05-15,18.514556884765625,21.029285430908203,21.30714225769043,21.001428604125977,21.239286422729492,230846000
2014-05-16,18.78780174255371,21.339643478393555,21.340356826782227,20.907142639160156,21.022499084472656,276256400
2014-05-19,19.01042366027832,21.592500686645508,21.690357208251953,21.333213806152344,21.35178565979004,317755200
2014-05-20,19.014192581176758,21.596786499023438,21.657142639160156,21.45464324951172,21.589643478393555,234836000
2014-05-21,19.064504623413086,21.653928756713867,21.667856216430664,21.50214385986328,21.565357208251953,196859600
2014-05-22,19.094690322875977,21.688213348388672,21.780357360839844,21.575000762939453,21.66428565979004,200760000
2014-05-23,19.310386657714844,21.93321418762207,21.95464324951172,21.659643173217773,21.6875,232209600
2014-05-27,19.6719913482666,22.343929290771484,22.352142333984375,21.986785888671875,21.99571418762207,348866000
2014-05-28,19.62105369567871,22.28607177734375,22.493928909301758,22.277856826782227,22.35785675048828,315481600
2014-05-29,19.978561401367188,22.692142486572266,22.745357513427734,22.42035675048828,22.423213958740234,376474000
2014-05-30,19.903730392456055,22.60714340209961,23.006071090698242,22.46071434020996,22.78499984741211,564020800
2014-06-02,19.766944885253906,22.451786041259766,22.672500610351562,22.23214340209961,22.641429901123047,369350800
2014-06-03,20.046485900878906,22.769285202026367,22.812143325805664,22.4375,22.44499969482422,292709200
2014-06-04,20.275392532348633,23.029285430908203,23.13892936706543,22.71821403503418,22.765714645385742,335482000
2014-06-05,20.354944229125977,23.11964225769043,23.19178581237793,22.95035743713379,23.078571319580078,303805600
2014-06-06,20.29897689819336,23.05607032775879,23.259286880493164,23.016786575317383,23.21071434020996,349938400
2014-06-09,20.623788833618164,23.424999237060547,23.469999313354492,22.9375,23.174999237060547,301660000
2014-06-10,20.744850158691406,23.5625,23.762500762939453,23.392499923706055,23.6825008392334,251108000
2014-06-11,20.65900230407715,23.46500015258789,23.690000534057617,23.36750030517578,23.532499313354492,182724000
2014-06-12,20.313438415527344,23.072500228881836,23.530000686645508,22.975000381469727,23.510000228881836,218996000
2014-06-13,20.091136932373047,22.81999969482422,23.110000610351562,22.719999313354492,23.049999237060547,218100000
2014-06-16,20.29362678527832,23.049999237060547,23.1875,22.862499237060547,22.877500534057617,142244000
2014-06-17,20.2672176361084,23.020000457763672,23.174999237060547,22.950000762939453,23.077499389648438,118904000
2014-06-18,20.289230346679688,23.045000076293945,23.072500228881836,22.837499618530273,23.0674991607666,134056000
2014-06-19,20.218791961669922,22.96500015258789,23.075000762939453,22.834999084472656,23.072500228881836,142112000
2014-06-20,20.00969696044922,22.727500915527344,23.137500762939453,22.725000381469727,22.962499618530273,403592000
2014-06-23,19.992080688476562,22.707500457763672,22.905000686645508,22.649999618530273,22.829999923706055,174776000
2014-06-24,19.87102699279785,22.56999969482422,22.934999465942383,22.547500610351562,22.6875,156144000
2014-06-25,19.888639450073242,22.59000015258789,22.674999237060547,22.412500381469727,22.552499771118164,147476000
2014-06-26,20.007495880126953,22.725000381469727,22.762500762939453,22.450000762939453,22.592500686645508,130516000
2014-06-27,20.24521255493164,22.9950008392334,23.0,22.6924991607666,22.704999923706055,256116000
2014-06-30,20.45429801940918,23.232500076293945,23.4325008392334,23.022499084472656,23.024999618530273,197929200
2014-07-01,20.58416748046875,23.3799991607666,23.517499923706055,23.282499313354492,23.3799991607666,152892000
2014-07-02,20.575366973876953,23.3700008392334,23.514999389648438,23.272499084472656,23.467500686645508,113860000
2014-07-03,20.69641876220703,23.50749969482422,23.524999618530273,23.299999237060547,23.417499542236328,91567200
2014-07-07,21.123424530029297,23.99250030517578,23.997499465942383,23.524999618530273,23.53499984741211,225872000
2014-07-08,20.986967086791992,23.837499618530273,24.200000762939453,23.479999542236328,24.0674991607666,260888000
2014-07-09,20.99576187133789,23.84749984741211,23.987499237060547,23.690000534057617,23.860000610351562,145744000
2014-07-10,20.918724060058594,23.760000228881836,23.887500762939453,23.3799991607666,23.440000534057617,158744000
2014-07-11,20.95833969116211,23.80500030517578,23.97249984741211,23.71500015258789,23.84000015258789,136072000
2014-07-14,21.229074478149414,24.112499237060547,24.22249984741211,23.912500381469727,23.96500015258789,171240000
2014-07-15,20.980358123779297,23.829999923706055,24.212499618530273,23.75749969482422,24.200000762939453,181911600
2014-07-16,20.861495971679688,23.69499969482422,24.274999618530273,23.684999465942383,24.24250030517578,213585200
2014-07-17,20.489513397216797,23.272499084472656,23.81999969482422,23.142499923706055,23.75749969482422,229192000
2014-07-18,20.784460067749023,23.607500076293945,23.684999465942383,23.2549991607666,23.405000686645508,199952000
2014-07-21,20.67660903930664,23.485000610351562,23.75,23.43000030517578,23.747499465942383,156316000
2014-07-22,20.84830093383789,23.68000030517578,23.72249984741211,23.530000686645508,23.670000076293945,220788000
2014-07-23,21.391956329345703,24.297500610351562,24.469999313354492,23.792499542236328,23.854999542236328,371672000
2014-07-24,21.356731414794922,24.25749969482422,24.329999923706055,24.104999542236328,24.260000228881836,182916000
2014-07-25,21.497602462768555,24.417499542236328,24.459999084472656,24.15999984741211,24.212499618530273,173876000
2014-07-28,21.794740676879883,24.7549991607666,24.809999465942383,24.387500762939453,24.454999923706055,221272000
2014-07-29,21.653881072998047,24.594999313354492,24.860000610351562,24.5625,24.832500457763672,172572000
2014-07-30,21.603248596191406,24.537500381469727,24.674999237060547,24.417499542236328,24.610000610351562,132040000
2014-07-31,21.04197883605957,23.899999618530273,24.362499237060547,23.832500457763672,24.290000915527344,227372000
2014-08-01,21.15863800048828,24.032499313354492,24.155000686645508,23.702499389648438,23.725000381469727,194044000
2014-08-04,21.03978157043457,23.897499084472656,24.145000457763672,23.792499542236328,24.092500686645508,159832000
2014-08-05,20.93633270263672,23.780000686645508,23.920000076293945,23.59000015258789,23.84000015258789,223732000
2014-08-06,20.901113510131836,23.739999771118164,23.8700008392334,23.677499771118164,23.6875,154232000
2014-08-07,20.898908615112305,23.6200008392334,23.987499237060547,23.524999618530273,23.732500076293945,186844000
2014-08-08,20.956417083740234,23.684999465942383,23.704999923706055,23.31999969482422,23.565000534057617,167460000
2014-08-11,21.23291015625,23.997499465942383,24.020000457763672,23.709999084472656,23.8174991607666,146340000
2014-08-12,21.22849464416504,23.99250030517578,24.219999313354492,23.90250015258789,24.010000228881836,135180000
2014-08-13,21.509416580200195,24.309999465942383,24.309999465942383,24.010000228881836,24.037500381469727,127664000
2014-08-14,21.56692886352539,24.375,24.392499923706055,24.200000762939453,24.332500457763672,112464000
2014-08-15,21.67310333251953,24.4950008392334,24.547500610351562,24.21500015258789,24.475000381469727,195804000
2014-08-18,21.934120178222656,24.790000915527344,24.842500686645508,24.4950008392334,24.622499465942383,190288000
2014-08-19,22.237163543701172,25.13249969482422,25.170000076293945,24.829999923706055,24.852500915527344,277596000
